nuevo	nove
deverbal	deverbal
deverbativo	deverbative
dextrorso	dextrorse
diadelfo	diadelphe
dializable	dialysabile
diandro	diandre
diclino	diclin
dicógamo	dichogame
dictatorio	dictatori
difásico	diphasic
diferenciable	differentiabile
dificultador	obstante
difidente	diffidente
difrangente	diffrangente
difuminador	evanescente
digitalizado	digitalisate
dilatativo	dilatative
dímero	dimere
dinamoeléctrico	dynamoelectric
dinárico	dinaric
diorítico	dioritic
diplomado	diplomate
dipneo	dipnee
directorial	directorial
dirigido	dirigite
discoide	discoide
discriminado	discriminate
discriminante	discriminante
disculpante	disculpante
discutido	discutite
disipable	dissipabile
disipativo	dissipative
disociado	dissociate
dispersador	dispersante
disponedor	disponente
disputado	disputate
distinguidor	distinguente
distobucal	distobuccal
distolingual	distolingual
distorsionado	distorquite
distribuible	distribuibile
diversificado	diversificate
diversiforme	diversiforme
divinativo	divinative
docimástico	docimastic
dominativo	dominative
dorador	dorante
dracónico	draconic
dragador	dragante
dravídico	dravidic
drenante	escolante
duplicado	duplicate
duplicador	duplicante
eclíptico	ecliptic
ectoplásmico	ectoplasmic
ecuable	equabile
edictal	edictal
edificativo	edificative
editable	editabile
efluente	effluente
egeo	egee
ejemplificador	exemplificante
ejercible	exercibile
ejerciente	exercente
ejercitable	exercitabile
electrizable	electrisabile
electrizador	electrisatori
electrocinético	electrocinetic
electroforético	electrophoretic
electrolizador	electrolysante
electrométrico	electrometric
electroscópico	electroscopic
electrotípico	electrotypic
eliminable	eliminabile
eliminante	eliminante
eluctable	eluctabile
eluvial	eluvial
emanante	emanante
embadurnador	liniente
embalador	imballante
embargador	detenente
embebedor	imbibente
embrional	embryonal
emetrópico	emmetropic
emisivo	emissive
emocionable	emotionabile
empaquetador	pacchettante
empastador	impastante
emulsionable	emulsionabile
encajable	ingranabile
encajador	ingranante
encaminado	incamminate
encefalítico	encephalitic
encerrable	serrabile
encíclico	encyclic
encogible	accurtabile
encolador	glutinante
encomiador	encomiante
encorchador	corcante
endeudado	indebitate
endoscópico	endoscopic
endótrofo	endotrophe
enfocado	focalisate
engomador	ingummante
engrasador	ingrassante
enlazante	laciante
enmarañador	intricante
enmarcante	inquadrante
enrollable	inrolabile
enrollador	inrolante
ensacador	insaccante
ensanchador	allargante
ensangrentado	insanguinate
enterrado	interrate
entimemático	enthymematic
entomófago	entomophage
entonador	intonante
entregable	livrabile
enumerable	enumerabile
envasado	invasate
enviado	inviate
eocénico	eocenic
epicicloidal	epicycloidal
epifisario	epiphysari
epiglótico	epiglottic
epigónico	epigonic
epitomador	epitomante
equilibrante	equilibrante
equimótico	ecchymotic
equinado	echinate
equipolente	equipollente
equivocado	erronee
ergódico	ergodic
erisipelatoso	erysipelatose
eritematoso	erythematose
erosionado	erodite
erubescente	erubescente
escapatorio	escappatori
escapulohumeral	scapulohumeral
escotópico	scotopic
escribible	scribibile
esfumado	dissipate
espaciador	spatiante
espasmógeno	spasmogene
espasmolítico	spasmolytic
espático	spatic
especializado	specialisate
especificable	specificabile
especificador	specificante
especificativo	specificative
espectrofotométrico	spectrophotometric
espectrográfico	spectrographic
espectrométrico	spectrometric
espirante	spirante
esplenético	splenetic
espoliador	spoliante
espondaico	spondaic
espumante	spumante
esquiable	skiabile
esquiador	skiante
esquizado	schizzate
establecedor	establiente
estancado	stagnate
estativo	stative
estatizado	statisate
estelífero	stellifere
estereotómico	stereotomic
estérico	steric
esternal	sternal
esternocostal	sternocostal
estigmático	stigmatic
estipendiario	stipendiari
estíptico	styptic
estirable	allongabile
estirador	allongante
estrógeno	estrogene
estromboliano	strombolian
estructurable	structurabile
estupefactivo	stupefactive
eternizable	eternisabile
euleriano	eulerian
europeizado	europeisate
éuscaro	euscare
evaporativo	evaporative
evocable	evocabile
evolucionado	evolvite
exacerbado	exacerbate
exagerador	exaggerante
exasperado	exasperate
exclamatorio	exclamatori
exculpante	exculpante
excusador	excusante
execrador	execrante
execrativo	execrative
exhibicionista	exhibitionista
exhibitorio	exhibitori
exhortador	exhortante
exhortante	exhortante
exhumador	exhumante
exonerativo	exonerative
exoneratorio	exoneratori
expandido	expandite
expeditor	expediente
expropiable	expropriabile
expropiante	expropriante
expugnador	expugnante
expurgador	expurgante
extenuativo	extenuative
exteroceptivo	exteroceptive
extrabucal	extrabuccal
extraditable	extradibile
facilitador	facilitante
factitivo	factitive
factorizable	factorisabile
facturable	facturabile
fagocitario	phagocytari
familiarizado	familiarisate
fanatizador	fanatisante
farádico	faradic
fascistoide	fascistoide
fático	phatic
fecundable	fecundabile
fecundativo	fecundative
fémico	femic
fenestrado	fenestrate
fenólico	phenolic
ferrífero	ferrifere
ferrítico	ferritic
fertilizable	fertilisabile
feticida	feticida
fiador	fidente
fibrilador	fibrillante
fideicomiso	fideicommisse
fideicomitente	fideicommittente
fideicomitido	fideicommittite
fiducial	fiducial
filmable	filmabile
filosofador	philosophante
filtrable	filtrabile
fimbriado	fimbriate
financiario	financiari
físil	fissile
fistular	fistular
fisurante	fissurante
flámeo	flammee
flautado	flautate
flexional	flexional
flocado	floccate
florecedor	florente
flosculoso	flosculose
flotable	flotabile
fluorado	fluorate
fluórico	fluoric
fluoroscópico	fluoroscopic
foliado	foliate
foliador	foliante
fonémico	phonemic
fonométrico	phonometric
formicante	formicante
formulador	formulante
fosilizador	fossilisante
fótico	photic
fotocopiable	photocopiabile
fotografiable	photographabile
fotogramétrico	photogrammetric
fotonegativo	photonegative
fotosférico	photospheric
fototerápico	phototherapic
fototípico	phototypic
fototipográfico	phototypographic
fraccional	fractional
fraguable	forgiabile
fraguado	forgiate
frangible	frangibile
frecuentativo	frequentative
frenante	frenante
frénico	phrenic
friccional	frictional
frontonasal	frontonasal
frotante	fricante
fructificable	fructificabile
frugífero	frugifere
frustrador	frustrante
ftálico	phtalic
fulminado	fulminate
fumárico	fumaric
fumigador	fumigante
fumigante	fumigante
fumigatorio	fumigatori
fumoso	fumose
furfuráceo	furfuracee
fuselado	fuselate
futurístico	futuristic
galactófago	galactophage
galardonador	premiante
galenista	galenista
gamado	gammate
gamosépalo	gamosepale
gasificable	gasificabile
gasiforme	gasiforme
gastrálgico	gastralgic
gausiano	gaussian
gemíparo	gemmipare
geniculado	geniculate
genitivo	genitive
geodético	geodetic
geogénico	geogenic
geognóstico	geognostic
geotrópico	geotropic
germanófono	germanophone
gestionable	geribile
ginandro	gynandre
girable	girabile
giromagnético	gyromagnetic
girostático	gyrostatic
glamouroso	glamourose
glenoide	glenoide
glicérico	glyceric
globalizado	globalisate
glorificable	glorificabile
glosador	glossante
glosofaríngeo	glossopharyngee
glucónico	gluconic
gofrador	gofrante
goniométrico	goniometric
goteante	guttante
graduador	graduante
grafítico	graphitic
gramináceo	graminacee
gran	grande
grandísono	grandisone
granjeable	colligibile
granulador	granulante
grapador	crampante
gravable	gravabile
gravativo	gravative
gravitativo	gravitative
guisador	cocente
habituado	habituate
halográfico	halographic
héctico	hectic
hectográfico	hectographic
helicoide	helicoide
heliotrópico	heliotropic
helmintológico	helminthologic
hemerálope	hemeralope
hemoptísico	hemoptysic
hendible	findibile
heptágono	heptagone
heptámetro	heptametre
heptavalente	heptavalente
herborizador	herborisante
herpetiforme	herpetiforme
herpetológico	herpetologic
hertziano	hertzian
hervidor	bulliente
heterocerco	heterocerc
heterodino	heterodyne
heterógamo	heterogame
heterogenético	heterogenetic
heterólogo	heterologe
heteromórfico	heteromorphic
heteroplástico	heteroplastic
heteropolar	heteropolar
heterosilábico	heterosyllabic
hexámetro	hexametre
hexavalente	hexavalente
hidratador	hydratatori
hidrocéfalo	hydrocephale
hidromécanico	hydromechanic
hidropático	hydropathic
hidrotimétrico	hydrotimetric
hímnico	hymnic
hiperalérgico	hyperallergic
hipercromo	hyperchrome
hiperfocal	hyperfocal
hipergeométrico	hypergeometric
hiperplásico	hyperplasic
hipnotizable	hypnotisabile
hipofisario	hypophysari
hipofosforoso	hypophosphorose
hipológico	hippologic
hipotalámico	hypothalamic
hipotecable	hypothecabile
hipsográfico	hypsographic
hipúrico	hippuric
histamínico	histaminic
holocristalino	holocrystallin
hológamo	hologame
holomorfo	holomorphe
holónomo	holonome
homocíclico	homocyclic
homocinético	homocinetic
homofocal	homofocal
homogamético	homogametic
homomórfico	homomorphic
homotópico	homotopic
horadable	forabile
humanizador	humanisante
humectativo	humectative
humífero	humifere
hundible	affundabile
hurgante	perquirente
hurtador	furante
icoroso	ichorose
idempotente	idempotente
idiomórfico	idiomorphic
iliocostal	iliocostal
iliofemoral	iliofemoral
iliotibial	iliotibial
ilusionable	illusionabile
ilusionado	illusionate
iluvial	illuvial
imaginante	imaginante
imitatorio	imitatori
impartible	impartibile
imperador	imperante
imperatorio	imperatori
imperforado	imperforate
impermutable	impermutabile
impetrador	impetrante
impetratorio	impetratori
implementador	implementante
implicativo	implicative
implorador	implorante
impolarizable	impolarisabile
imponedor	imponente
impregnable	impregnabile
imprimible	imprimibile
improvisatorio	improvisatori
impugnatorio	impugnatori
imputador	imputante
imputrescible	imputrescibile
incentivable	stimulabile
incinerable	incinerabile
incisorio	incisori
inclinable	inclinabile
inclinador	inclinante
inclinativo	inclinative
incomprimible	incomprimibile
incongelable	incongelabile
incorporable	incorporabile
incremental	incremental
incubador	incubante
inculcador	inculcante
incumbente	incumbente
incurioso	incuriose
indemnizable	indemnisabile
indemnizatorio	indemnisatori
indevoto	indevote
indiciador	indiciante
indisciplinable	indisciplinabile
individualizable	individualisabile
individualizado	individualisate
indogermánico	indogermanic
industrializado	industrialisate
inervador	innervante
infamador	infamante
infamativo	infamative
infectado	infectate
infestante	infestante
infinitésimo	infinitesime
inflativo	inflative
informatizado	informatisate
infundibular	infundibular
inhalatorio	inhalatori
inhonesto	inhoneste
iniciable	initiabile
ininflamable	ininflammabile
ininteligente	inintelligente
injuriado	injuriate
injuriador	injuriante
inmedicable	immedicabile
inmigrado	immigrate
inmovilizado	immobilisate
inmunógeno	immunogene
inmutativo	mutative
inoculable	inoculabile
inope	inope
insecable	insecabile
insertable	insertabile
insidiador	insidiante
insonorizador	insonorisante
instalable	installabile
instaurado	instaurate
instituidor	instituitori
insulano	insulan
integrativo	integrative
intercalador	intercalante
interceptador	interceptante
interconectador	interconnectente
interfascicular	interfascicular
interfederal	interfederal
interferente	interferente
interferométrico	interferometric
interganglionar	interganglionar
intermembranoso	intermembranose
interoceptivo	interoceptive
interpolador	interpolante
interrumpible	interrumpibile
intersecante	intersecante
interválico	intervallic
interyacente	interjacente
intramolecular	intramolecular
intransmutable	intransmutabile
introducible	introducibile
intrusivo	intrusive
intuicionista	intuitionista
intumescente	intumescente
invadido	invadite
invariante	invariante
iodado	iodate
iódico	iodic
iodométrico	iodometric
ionosférico	ionospheric
irídico	iridic
irradiante	irradiante
irrespectuoso	irrespectuose
irrigable	irrigabile
irrigador	irrigante
irritador	irritatori
isagógico	isagogic
isoclinal	isoclinal
isoclino	isocline
isocromático	isochromatic
isocrono	isochrone
isodinámico	isodynamic
isogonal	isogonal
isogónico	isogonic
isógono	isogone
isomórfico	isomorphic
isoperimétrico	isoperimetric
isosilábico	isosyllabic
isostático	isostatic
izador	hissante
jabonador	saponante
jafético	japhetic
jerarquizado	hierarchisate
jerarquizante	hierarchisante
jeringador	syringante
jurador	jurante
juratorio	juratori
justificatorio	justificatori
juzgable	judicabile
juzgante	judicante
labiolingual	labiolingual
labiovelar	labiovelar
lacunar	lacunar
lamarckista	lamarckista
lamelar	lamellar
laminoso	laminose
lapidífico	lapidific
lapidoso	lapidose
lardoso	lardose
lastimador	ledente
laterítico	lateritic
latitudinario	latitudinari
láurico	lauric
lenificativo	lenificative
leucocitario	leucocytari
liásico	liassic
licenciante	licentiante
lidiable	litigabile
lientérico	lienteric
lignícolo	lignicole
limador	limante
liminal	liminal
limívoro	limivore
limnológico	limnologic
limpiable	mundabile
linchador	lynchante
linoleico	linoleic
liofílico	lyophilic
liofilizado	lyophilisate
liofilizador	lyophilisante
liófobo	lyophobe
liquidativo	liquidative
liquidatorio	liquidatori
litógeno	lithogene
llamable	appellabile
llamado	appellate
localizador	localisante
locomotivo	locomotive
locular	locular
logicista	logicista
logopédico	logopedic
lordótico	lordotic
lotiforme	lotiforme
lubricador	lubricatori
lubricativo	lubricative
lubrificable	lubrificabile
lustrador	lustrante
machacador	fracassante
macrocristalino	macrocrystallin
macrófago	macrophage
macrográfico	macrographic
macrópodo	macropode
madre	matre
magmático	magmatic
magnetizador	magnetisatori
magnetizante	magnetisante
magnetodinámico	magnetodynamic
magnetoeléctrico	magnetoelectric
magnetomotor	magnetomotor
magnetostrictivo	magnetostrictive
magnificado	magnificate
mal	mal
malawiano	malawian
maldecidor	maledicente
maleador	malleatori
málico	malic
mangánico	manganic
manganífero	manganifere
manganoso	manganose
manifestador	manifestatori
manifestante	manifestante
manifesto	manifeste
maniobrable	manovrabile
manipulable	manipulabile
maori	maori
maquillador	maquillante
marcable	marcabile
más	plus
mascador	mascante
matizable	nuanciabile
matrilocal	matrilocal
maxilolabial	maxillolabial
mayorante	majorante
mecanizable	mechanisabile
mediante	mediante
medievalista	medievalista
megalomaníaco	megalomaniac
meiótico	meiotic
mejorador	meliorante
mejorante	meliorante
menopáusico	menopausic
menos	minus
menospreciador	minuspreciante
mensurador	mensurante
mentolabial	mentolabial
merecido	meritate
meristemático	meristematic
mermador	diminuente
meromorfo	meromorphe
mesenquimatoso	mesenchymatose
mesmo	mesme
metabolizado	metabolisate
metacrílico	methacrylic
metamérico	metameric
metámero	metamere
metánico	methanic
